_id,Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
748,20201216,S92000003,Total,d,65 to 69,"",300433,"",Dose 2,"",0,"",0,"",0,"",0,""
749,20201216,S92000003,Total,d,70 to 74,"",285830,"",Dose 1,"",94,"",0.0328866808942378,"",367,"",0.128397998810482,""
750,20201216,S92000003,Total,d,70 to 74,"",285830,"",Dose 2,"",0,"",0,"",0,"",0,""
751,20201216,S92000003,Total,d,75 to 79,"",198210,"",Dose 1,"",117,"",0.0590283033146663,"",302,"",0.152363654709651,""
752,20201216,S92000003,Total,d,75 to 79,"",198210,"",Dose 2,"",0,"",0,"",0,"",0,""
753,20201216,S92000003,Total,d,80 years and over,d,271607,"",Dose 1,"",540,"",0.198816672618894,"",1332,"",0.490414459126606,""
754,20201216,S92000003,Total,d,80 years and over,d,271607,"",Dose 2,"",0,"",0,"",0,"",0,""
755,20201216,S92000003,Total,d,All vaccinations,d,,"",Dose 1,"",7189,"",,z,39601,"",,z
756,20201216,S92000003,Total,d,All vaccinations,d,,"",Dose 2,"",0,"",,z,0,"",,z
757,20201217,S92000003,Female,"",12 to 15,"",114486,"",Dose 1,"",0,"",0,"",0,"",0,""
758,20201217,S92000003,Female,"",12 to 15,"",114486,"",Dose 2,"",0,"",0,"",0,"",0,""
759,20201217,S92000003,Female,"",16 to 17,"",53579,"",Dose 1,"",1,"",0.00186640288172605,"",9,"",0.0167976259355344,""
760,20201217,S92000003,Female,"",16 to 17,"",53579,"",Dose 2,"",0,"",0,"",0,"",0,""
761,20201217,S92000003,Female,"",16 years and over,d,2354012,"",Dose 1,"",5502,"",0.233728630100441,"",36115,"",1.53418929045391,""
762,20201217,S92000003,Female,"",16 years and over,d,2354012,"",Dose 2,"",0,"",0,"",0,"",0,""
763,20201217,S92000003,Female,"",18 to 29,"",413185,"",Dose 1,"",717,"",0.173530016820553,"",4981,"",1.20551326887472,""
764,20201217,S92000003,Female,"",18 to 29,"",413185,"",Dose 2,"",0,"",0,"",0,"",0,""
765,20201217,S92000003,Female,"",30 to 39,"",370019,"",Dose 1,"",872,"",0.235663574032685,"",6533,"",1.76558501049946,""
766,20201217,S92000003,Female,"",30 to 39,"",370019,"",Dose 2,"",0,"",0,"",0,"",0,""
767,20201217,S92000003,Female,"",40 to 49,"",345328,"",Dose 1,"",1076,"",0.311587823750174,"",7693,"",2.227737107909,""
768,20201217,S92000003,Female,"",40 to 49,"",345328,"",Dose 2,"",0,"",0,"",0,"",0,""
769,20201217,S92000003,Female,"",50 to 54,"",203758,"",Dose 1,"",741,"",0.363666702657074,"",5167,"",2.53585135307571,""
770,20201217,S92000003,Female,"",50 to 54,"",203758,"",Dose 2,"",0,"",0,"",0,"",0,""
771,20201217,S92000003,Female,"",55 to 59,"",205996,"",Dose 1,"",730,"",0.354375813122585,"",5249,"",2.54810773024719,""
772,20201217,S92000003,Female,"",55 to 59,"",205996,"",Dose 2,"",0,"",0,"",0,"",0,""
773,20201217,S92000003,Female,"",60 to 64,"",181868,"",Dose 1,"",456,"",0.250731299623903,"",3306,"",1.8178019222733,""
774,20201217,S92000003,Female,"",60 to 64,"",181868,"",Dose 2,"",0,"",0,"",0,"",0,""
775,20201217,S92000003,Female,"",65 to 69,"",155904,"",Dose 1,"",204,"",0.130849753694581,"",1040,"",0.667077175697865,""
776,20201217,S92000003,Female,"",65 to 69,"",155904,"",Dose 2,"",0,"",0,"",0,"",0,""
777,20201217,S92000003,Female,"",70 to 74,"",149920,"",Dose 1,"",72,"",0.048025613660619,"",306,"",0.204108858057631,""
778,20201217,S92000003,Female,"",70 to 74,"",149920,"",Dose 2,"",0,"",0,"",0,"",0,""
779,20201217,S92000003,Female,"",75 to 79,"",109004,"",Dose 1,"",79,"",0.0724744046090052,"",263,"",0.241275549521118,""
780,20201217,S92000003,Female,"",75 to 79,"",109004,"",Dose 2,"",0,"",0,"",0,"",0,""
781,20201217,S92000003,Female,"",80 years and over,d,165451,"",Dose 1,"",554,"",0.334842340028165,"",1568,"",0.947712615819789,""
782,20201217,S92000003,Female,"",80 years and over,d,165451,"",Dose 2,"",0,"",0,"",0,"",0,""
783,20201217,S92000003,Male,"",12 to 15,"",119649,"",Dose 1,"",0,"",0,"",0,"",0,""
784,20201217,S92000003,Male,"",12 to 15,"",119649,"",Dose 2,"",0,"",0,"",0,"",0,""
785,20201217,S92000003,Male,"",16 to 17,"",56560,"",Dose 1,"",2,"",0.00353606789250354,"",6,"",0.0106082036775106,""
786,20201217,S92000003,Male,"",16 to 17,"",56560,"",Dose 2,"",0,"",0,"",0,"",0,""
787,20201217,S92000003,Male,"",16 years and over,d,2195205,"",Dose 1,"",1647,"",0.075027161472391,"",10634,"",0.484419450575231,""
788,20201217,S92000003,Male,"",16 years and over,d,2195205,"",Dose 2,"",0,"",0,"",0,"",0,""
789,20201217,S92000003,Male,"",18 to 29,"",420762,"",Dose 1,"",192,"",0.0456314971409015,"",1356,"",0.322272448557617,""
790,20201217,S92000003,Male,"",18 to 29,"",420762,"",Dose 2,"",0,"",0,"",0,"",0,""
791,20201217,S92000003,Male,"",30 to 39,"",359716,"",Dose 1,"",256,"",0.0711672541671763,"",2029,"",0.564056088692191,""
792,20201217,S92000003,Male,"",30 to 39,"",359716,"",Dose 2,"",0,"",0,"",0,"",0,""
793,20201217,S92000003,Male,"",40 to 49,"",328962,"",Dose 1,"",265,"",0.0805564168505785,"",2221,"",0.675153969151452,""
794,20201217,S92000003,Male,"",40 to 49,"",328962,"",Dose 2,"",0,"",0,"",0,"",0,""
795,20201217,S92000003,Male,"",50 to 54,"",189355,"",Dose 1,"",190,"",0.100340630033535,"",1387,"",0.732486599244805,""
796,20201217,S92000003,Male,"",50 to 54,"",189355,"",Dose 2,"",0,"",0,"",0,"",0,""
797,20201217,S92000003,Male,"",55 to 59,"",193348,"",Dose 1,"",219,"",0.113267269379564,"",1423,"",0.735978649895525,""
798,20201217,S92000003,Male,"",55 to 59,"",193348,"",Dose 2,"",0,"",0,"",0,"",0,""
799,20201217,S92000003,Male,"",60 to 64,"",170701,"",Dose 1,"",148,"",0.0867013081352775,"",948,"",0.555357027785426,""
800,20201217,S92000003,Male,"",60 to 64,"",170701,"",Dose 2,"",0,"",0,"",0,"",0,""
801,20201217,S92000003,Male,"",65 to 69,"",144529,"",Dose 1,"",91,"",0.0629631423451349,"",411,"",0.284371994547807,""
802,20201217,S92000003,Male,"",65 to 69,"",144529,"",Dose 2,"",0,"",0,"",0,"",0,""
803,20201217,S92000003,Male,"",70 to 74,"",135910,"",Dose 1,"",50,"",0.0367890515782503,"",183,"",0.134647928776396,""
804,20201217,S92000003,Male,"",70 to 74,"",135910,"",Dose 2,"",0,"",0,"",0,"",0,""
805,20201217,S92000003,Male,"",75 to 79,"",89206,"",Dose 1,"",56,"",0.0627760464542744,"",174,"",0.195054144340067,""
806,20201217,S92000003,Male,"",75 to 79,"",89206,"",Dose 2,"",0,"",0,"",0,"",0,""
807,20201217,S92000003,Male,"",80 years and over,d,106156,"",Dose 1,"",178,"",0.167677757262896,"",496,"",0.467236896642677,""
808,20201217,S92000003,Male,"",80 years and over,d,106156,"",Dose 2,"",0,"",0,"",0,"",0,""
809,20201217,S92000003,Total,d,12 to 15,"",234135,"",Dose 1,"",0,"",0,"",0,"",0,""
810,20201217,S92000003,Total,d,12 to 15,"",234135,"",Dose 2,"",0,"",0,"",0,"",0,""
811,20201217,S92000003,Total,d,16 to 17,"",110139,"",Dose 1,"",3,"",0.00272383079563098,"",15,"",0.0136191539781549,""
812,20201217,S92000003,Total,d,16 to 17,"",110139,"",Dose 2,"",0,"",0,"",0,"",0,""
813,20201217,S92000003,Total,d,16 years and over,d,4549217,"",Dose 1,"",7149,"",0.15714792237873,"",46749,"",1.02762739170279,""
814,20201217,S92000003,Total,d,16 years and over,d,4549217,"",Dose 2,"",0,"",0,"",0,"",0,""
815,20201217,S92000003,Total,d,18 to 29,"",833947,"",Dose 1,"",909,"",0.108999732596916,"",6337,"",0.759880424055725,""
816,20201217,S92000003,Total,d,18 to 29,"",833947,"",Dose 2,"",0,"",0,"",0,"",0,""
817,20201217,S92000003,Total,d,18 years and over,d,4439078,"",Dose 1,"",7146,"",0.160979374545795,"",46734,"",1.05278618668111,""
818,20201217,S92000003,Total,d,18 years and over,d,4439078,"",Dose 2,"",0,"",0,"",0,"",0,""
819,20201217,S92000003,Total,d,30 to 39,"",729735,"",Dose 1,"",1128,"",0.154576661390779,"",8562,"",1.17330263725873,""
820,20201217,S92000003,Total,d,30 to 39,"",729735,"",Dose 2,"",0,"",0,"",0,"",0,""
821,20201217,S92000003,Total,d,40 to 49,"",674290,"",Dose 1,"",1341,"",0.198875854602619,"",9914,"",1.47028726512332,""
822,20201217,S92000003,Total,d,40 to 49,"",674290,"",Dose 2,"",0,"",0,"",0,"",0,""
823,20201217,S92000003,Total,d,40 years and over,d,2875396,"",Dose 1,"",5109,"",0.177679874354698,"",31835,"",1.10715184969305,""
824,20201217,S92000003,Total,d,40 years and over,d,2875396,"",Dose 2,"",0,"",0,"",0,"",0,""
825,20201217,S92000003,Total,d,50 to 54,"",393113,"",Dose 1,"",931,"",0.236827578838655,"",6554,"",1.66720510387598,""
826,20201217,S92000003,Total,d,50 to 54,"",393113,"",Dose 2,"",0,"",0,"",0,"",0,""
827,20201217,S92000003,Total,d,55 to 59,"",399344,"",Dose 1,"",949,"",0.237639729155816,"",6672,"",1.67074001362234,""
828,20201217,S92000003,Total,d,55 to 59,"",399344,"",Dose 2,"",0,"",0,"",0,"",0,""
829,20201217,S92000003,Total,d,60 to 64,"",352569,"",Dose 1,"",604,"",0.171313983929387,"",4254,"",1.20657233052254,""
830,20201217,S92000003,Total,d,60 to 64,"",352569,"",Dose 2,"",0,"",0,"",0,"",0,""
831,20201217,S92000003,Total,d,65 to 69,"",300433,"",Dose 1,"",295,"",0.0981916101094088,"",1451,"",0.482969580572041,""
832,20201217,S92000003,Total,d,65 to 69,"",300433,"",Dose 2,"",0,"",0,"",0,"",0,""
833,20201217,S92000003,Total,d,70 to 74,"",285830,"",Dose 1,"",122,"",0.0426827135010321,"",489,"",0.171080712311514,""
834,20201217,S92000003,Total,d,70 to 74,"",285830,"",Dose 2,"",0,"",0,"",0,"",0,""
835,20201217,S92000003,Total,d,75 to 79,"",198210,"",Dose 1,"",135,"",0.0681095807476918,"",437,"",0.220473235457343,""
836,20201217,S92000003,Total,d,75 to 79,"",198210,"",Dose 2,"",0,"",0,"",0,"",0,""
837,20201217,S92000003,Total,d,80 years and over,d,271607,"",Dose 1,"",732,"",0.269507045105612,"",2064,"",0.759921504232218,""
838,20201217,S92000003,Total,d,80 years and over,d,271607,"",Dose 2,"",0,"",0,"",0,"",0,""
839,20201217,S92000003,Total,d,All vaccinations,d,,"",Dose 1,"",7149,"",,z,46750,"",,z
840,20201217,S92000003,Total,d,All vaccinations,d,,"",Dose 2,"",0,"",,z,0,"",,z
841,20201218,S92000003,Female,"",12 to 15,"",114486,"",Dose 1,"",0,"",0,"",0,"",0,""
842,20201218,S92000003,Female,"",12 to 15,"",114486,"",Dose 2,"",0,"",0,"",0,"",0,""
843,20201218,S92000003,Female,"",16 to 17,"",53579,"",Dose 1,"",3,"",0.00559920864517815,"",12,"",0.0223968345807126,""
844,20201218,S92000003,Female,"",16 to 17,"",53579,"",Dose 2,"",0,"",0,"",0,"",0,""
845,20201218,S92000003,Female,"",16 years and over,d,2354012,"",Dose 1,"",6599,"",0.280329921852565,"",42714,"",1.81451921230648,""
846,20201218,S92000003,Female,"",16 years and over,d,2354012,"",Dose 2,"",0,"",0,"",0,"",0,""
847,20201218,S92000003,Female,"",18 to 29,"",413185,"",Dose 1,"",762,"",0.184421022060336,"",5743,"",1.38993429093505,""
848,20201218,S92000003,Female,"",18 to 29,"",413185,"",Dose 2,"",0,"",0,"",0,"",0,""
849,20201218,S92000003,Female,"",30 to 39,"",370019,"",Dose 1,"",974,"",0.263229726041095,"",7507,"",2.02881473654056,""
850,20201218,S92000003,Female,"",30 to 39,"",370019,"",Dose 2,"",0,"",0,"",0,"",0,""
851,20201218,S92000003,Female,"",40 to 49,"",345328,"",Dose 1,"",1230,"",0.356183107075013,"",8923,"",2.58392021498402,""
852,20201218,S92000003,Female,"",40 to 49,"",345328,"",Dose 2,"",0,"",0,"",0,"",0,""
853,20201218,S92000003,Female,"",50 to 54,"",203758,"",Dose 1,"",882,"",0.432866439599918,"",6049,"",2.96871779267563,""
854,20201218,S92000003,Female,"",50 to 54,"",203758,"",Dose 2,"",0,"",0,"",0,"",0,""
855,20201218,S92000003,Female,"",55 to 59,"",205996,"",Dose 1,"",848,"",0.411658478805414,"",6097,"",2.9597662090526,""
856,20201218,S92000003,Female,"",55 to 59,"",205996,"",Dose 2,"",0,"",0,"",0,"",0,""
857,20201218,S92000003,Female,"",60 to 64,"",181868,"",Dose 1,"",590,"",0.324411111355489,"",3896,"",2.14221303362879,""
858,20201218,S92000003,Female,"",60 to 64,"",181868,"",Dose 2,"",0,"",0,"",0,"",0,""
859,20201218,S92000003,Female,"",65 to 69,"",155904,"",Dose 1,"",246,"",0.157789408866995,"",1286,"",0.82486658456486,""
860,20201218,S92000003,Female,"",65 to 69,"",155904,"",Dose 2,"",0,"",0,"",0,"",0,""
861,20201218,S92000003,Female,"",70 to 74,"",149920,"",Dose 1,"",107,"",0.0713713980789755,"",413,"",0.275480256136606,""
862,20201218,S92000003,Female,"",70 to 74,"",149920,"",Dose 2,"",0,"",0,"",0,"",0,""
863,20201218,S92000003,Female,"",75 to 79,"",109004,"",Dose 1,"",120,"",0.110087703203552,"",383,"",0.351363252724671,""
864,20201218,S92000003,Female,"",75 to 79,"",109004,"",Dose 2,"",0,"",0,"",0,"",0,""
865,20201218,S92000003,Female,"",80 years and over,d,165451,"",Dose 1,"",837,"",0.505889961378293,"",2405,"",1.45360257719808,""
866,20201218,S92000003,Female,"",80 years and over,d,165451,"",Dose 2,"",0,"",0,"",0,"",0,""
867,20201218,S92000003,Male,"",12 to 15,"",119649,"",Dose 1,"",0,"",0,"",0,"",0,""
868,20201218,S92000003,Male,"",12 to 15,"",119649,"",Dose 2,"",0,"",0,"",0,"",0,""
869,20201218,S92000003,Male,"",16 to 17,"",56560,"",Dose 1,"",5,"",0.00884016973125884,"",11,"",0.0194483734087694,""
870,20201218,S92000003,Male,"",16 to 17,"",56560,"",Dose 2,"",0,"",0,"",0,"",0,""
871,20201218,S92000003,Male,"",16 years and over,d,2195205,"",Dose 1,"",1894,"",0.0862789580016445,"",12528,"",0.570698408576876,""
872,20201218,S92000003,Male,"",16 years and over,d,2195205,"",Dose 2,"",0,"",0,"",0,"",0,""
873,20201218,S92000003,Male,"",18 to 29,"",420762,"",Dose 1,"",217,"",0.0515730983311231,"",1573,"",0.37384554688874,""
874,20201218,S92000003,Male,"",18 to 29,"",420762,"",Dose 2,"",0,"",0,"",0,"",0,""
875,20201218,S92000003,Male,"",30 to 39,"",359716,"",Dose 1,"",276,"",0.076727195898987,"",2305,"",0.640783284591178,""
876,20201218,S92000003,Male,"",30 to 39,"",359716,"",Dose 2,"",0,"",0,"",0,"",0,""
877,20201218,S92000003,Male,"",40 to 49,"",328962,"",Dose 1,"",304,"",0.0924118895191542,"",2525,"",0.767565858670606,""
878,20201218,S92000003,Male,"",40 to 49,"",328962,"",Dose 2,"",0,"",0,"",0,"",0,""
879,20201218,S92000003,Male,"",50 to 54,"",189355,"",Dose 1,"",184,"",0.0971719785587917,"",1571,"",0.829658577803597,""
880,20201218,S92000003,Male,"",50 to 54,"",189355,"",Dose 2,"",0,"",0,"",0,"",0,""
881,20201218,S92000003,Male,"",55 to 59,"",193348,"",Dose 1,"",195,"",0.100854417940708,"",1618,"",0.836833067836233,""
882,20201218,S92000003,Male,"",55 to 59,"",193348,"",Dose 2,"",0,"",0,"",0,"",0,""
883,20201218,S92000003,Male,"",60 to 64,"",170701,"",Dose 1,"",168,"",0.0984177011265312,"",1116,"",0.653774728911957,""
884,20201218,S92000003,Male,"",60 to 64,"",170701,"",Dose 2,"",0,"",0,"",0,"",0,""
885,20201218,S92000003,Male,"",65 to 69,"",144529,"",Dose 1,"",96,"",0.0664226556608016,"",507,"",0.350794650208609,""
886,20201218,S92000003,Male,"",65 to 69,"",144529,"",Dose 2,"",0,"",0,"",0,"",0,""
887,20201218,S92000003,Male,"",70 to 74,"",135910,"",Dose 1,"",77,"",0.0566551394305055,"",260,"",0.191303068206902,""
888,20201218,S92000003,Male,"",70 to 74,"",135910,"",Dose 2,"",0,"",0,"",0,"",0,""
889,20201218,S92000003,Male,"",75 to 79,"",89206,"",Dose 1,"",85,"",0.0952850705109522,"",259,"",0.290339214851019,""
890,20201218,S92000003,Male,"",75 to 79,"",89206,"",Dose 2,"",0,"",0,"",0,"",0,""
891,20201218,S92000003,Male,"",80 years and over,d,106156,"",Dose 1,"",287,"",0.270356833339613,"",783,"",0.73759372998229,""
892,20201218,S92000003,Male,"",80 years and over,d,106156,"",Dose 2,"",0,"",0,"",0,"",0,""
893,20201218,S92000003,Total,d,12 to 15,"",234135,"",Dose 1,"",0,"",0,"",0,"",0,""
894,20201218,S92000003,Total,d,12 to 15,"",234135,"",Dose 2,"",0,"",0,"",0,"",0,""
895,20201218,S92000003,Total,d,16 to 17,"",110139,"",Dose 1,"",8,"",0.00726354878834927,"",23,"",0.0208827027665041,""
896,20201218,S92000003,Total,d,16 to 17,"",110139,"",Dose 2,"",0,"",0,"",0,"",0,""
897,20201218,S92000003,Total,d,16 years and over,d,4549217,"",Dose 1,"",8493,"",0.186691468004274,"",55242,"",1.21431885970707,""
898,20201218,S92000003,Total,d,16 years and over,d,4549217,"",Dose 2,"",0,"",0,"",0,"",0,""
899,20201218,S92000003,Total,d,18 to 29,"",833947,"",Dose 1,"",979,"",0.117393551388757,"",7316,"",0.877273975444483,""
900,20201218,S92000003,Total,d,18 to 29,"",833947,"",Dose 2,"",0,"",0,"",0,"",0,""
901,20201218,S92000003,Total,d,18 years and over,d,4439078,"",Dose 1,"",8485,"",0.191143295972722,"",55219,"",1.24392948265383,""
902,20201218,S92000003,Total,d,18 years and over,d,4439078,"",Dose 2,"",0,"",0,"",0,"",0,""
903,20201218,S92000003,Total,d,30 to 39,"",729735,"",Dose 1,"",1250,"",0.171295059165313,"",9812,"",1.34459769642404,""
904,20201218,S92000003,Total,d,30 to 39,"",729735,"",Dose 2,"",0,"",0,"",0,"",0,""
905,20201218,S92000003,Total,d,40 to 49,"",674290,"",Dose 1,"",1534,"",0.227498554034614,"",11448,"",1.69778581915793,""
906,20201218,S92000003,Total,d,40 to 49,"",674290,"",Dose 2,"",0,"",0,"",0,"",0,""
907,20201218,S92000003,Total,d,40 years and over,d,2875396,"",Dose 1,"",6256,"",0.217570032092971,"",38091,"",1.32472188178602,""
908,20201218,S92000003,Total,d,40 years and over,d,2875396,"",Dose 2,"",0,"",0,"",0,"",0,""
909,20201218,S92000003,Total,d,50 to 54,"",393113,"",Dose 1,"",1066,"",0.271168849669179,"",7620,"",1.93837395354516,""
910,20201218,S92000003,Total,d,50 to 54,"",393113,"",Dose 2,"",0,"",0,"",0,"",0,""
911,20201218,S92000003,Total,d,55 to 59,"",399344,"",Dose 1,"",1043,"",0.261178332465243,"",7715,"",1.93191834608758,""
912,20201218,S92000003,Total,d,55 to 59,"",399344,"",Dose 2,"",0,"",0,"",0,"",0,""
913,20201218,S92000003,Total,d,60 to 64,"",352569,"",Dose 1,"",758,"",0.214993377182906,"",5012,"",1.42156570770544,""
914,20201218,S92000003,Total,d,60 to 64,"",352569,"",Dose 2,"",0,"",0,"",0,"",0,""
915,20201218,S92000003,Total,d,65 to 69,"",300433,"",Dose 1,"",342,"",0.113835697143789,"",1793,"",0.59680527771583,""
916,20201218,S92000003,Total,d,65 to 69,"",300433,"",Dose 2,"",0,"",0,"",0,"",0,""
917,20201218,S92000003,Total,d,70 to 74,"",285830,"",Dose 1,"",184,"",0.0643739285589336,"",673,"",0.235454640870447,""
918,20201218,S92000003,Total,d,70 to 74,"",285830,"",Dose 2,"",0,"",0,"",0,"",0,""
919,20201218,S92000003,Total,d,75 to 79,"",198210,"",Dose 1,"",205,"",0.103425659653902,"",642,"",0.323898895111246,""
920,20201218,S92000003,Total,d,75 to 79,"",198210,"",Dose 2,"",0,"",0,"",0,"",0,""
921,20201218,S92000003,Total,d,80 years and over,d,271607,"",Dose 1,"",1124,"",0.413833222265995,"",3188,"",1.17375472649821,""
922,20201218,S92000003,Total,d,80 years and over,d,271607,"",Dose 2,"",0,"",0,"",0,"",0,""
923,20201218,S92000003,Total,d,All vaccinations,d,,"",Dose 1,"",8493,"",,z,55243,"",,z
924,20201218,S92000003,Total,d,All vaccinations,d,,"",Dose 2,"",0,"",,z,0,"",,z
925,20201219,S92000003,Female,"",12 to 15,"",114486,"",Dose 1,"",0,"",0,"",0,"",0,""
926,20201219,S92000003,Female,"",12 to 15,"",114486,"",Dose 2,"",0,"",0,"",0,"",0,""
927,20201219,S92000003,Female,"",16 to 17,"",53579,"",Dose 1,"",1,"",0.00186640288172605,"",13,"",0.0242632374624386,""
928,20201219,S92000003,Female,"",16 to 17,"",53579,"",Dose 2,"",0,"",0,"",0,"",0,""
929,20201219,S92000003,Female,"",16 years and over,d,2354012,"",Dose 1,"",2548,"",0.10824073963939,"",45262,"",1.92275995194587,""
930,20201219,S92000003,Female,"",16 years and over,d,2354012,"",Dose 2,"",0,"",0,"",0,"",0,""
931,20201219,S92000003,Female,"",18 to 29,"",413185,"",Dose 1,"",297,"",0.071880634582572,"",6040,"",1.46181492551763,""
932,20201219,S92000003,Female,"",18 to 29,"",413185,"",Dose 2,"",0,"",0,"",0,"",0,""
933,20201219,S92000003,Female,"",30 to 39,"",370019,"",Dose 1,"",446,"",0.120534350938736,"",7953,"",2.14934908747929,""
934,20201219,S92000003,Female,"",30 to 39,"",370019,"",Dose 2,"",0,"",0,"",0,"",0,""
935,20201219,S92000003,Female,"",40 to 49,"",345328,"",Dose 1,"",481,"",0.139287865449659,"",9404,"",2.72320808043367,""
936,20201219,S92000003,Female,"",40 to 49,"",345328,"",Dose 2,"",0,"",0,"",0,"",0,""
937,20201219,S92000003,Female,"",50 to 54,"",203758,"",Dose 1,"",353,"",0.173244731495205,"",6402,"",3.14196252417083,""
938,20201219,S92000003,Female,"",50 to 54,"",203758,"",Dose 2,"",0,"",0,"",0,"",0,""
939,20201219,S92000003,Female,"",55 to 59,"",205996,"",Dose 1,"",347,"",0.168449872813064,"",6444,"",3.12821608186567,""
940,20201219,S92000003,Female,"",55 to 59,"",205996,"",Dose 2,"",0,"",0,"",0,"",0,""
941,20201219,S92000003,Female,"",60 to 64,"",181868,"",Dose 1,"",248,"",0.136362636637561,"",4144,"",2.27857567026635,""
942,20201219,S92000003,Female,"",60 to 64,"",181868,"",Dose 2,"",0,"",0,"",0,"",0,""
943,20201219,S92000003,Female,"",65 to 69,"",155904,"",Dose 1,"",140,"",0.0897988505747127,"",1426,"",0.914665435139573,""
944,20201219,S92000003,Female,"",65 to 69,"",155904,"",Dose 2,"",0,"",0,"",0,"",0,""
945,20201219,S92000003,Female,"",70 to 74,"",149920,"",Dose 1,"",35,"",0.0233457844183565,"",448,"",0.298826040554963,""
946,20201219,S92000003,Female,"",70 to 74,"",149920,"",Dose 2,"",0,"",0,"",0,"",0,""
947,20201219,S92000003,Female,"",75 to 79,"",109004,"",Dose 1,"",27,"",0.0247697332207992,"",410,"",0.37613298594547,""
948,20201219,S92000003,Female,"",75 to 79,"",109004,"",Dose 2,"",0,"",0,"",0,"",0,""
949,20201219,S92000003,Female,"",80 years and over,d,165451,"",Dose 1,"",173,"",0.104562680189301,"",2578,"",1.55816525738738,""
950,20201219,S92000003,Female,"",80 years and over,d,165451,"",Dose 2,"",0,"",0,"",0,"",0,""
951,20201219,S92000003,Male,"",12 to 15,"",119649,"",Dose 1,"",0,"",0,"",0,"",0,""
952,20201219,S92000003,Male,"",12 to 15,"",119649,"",Dose 2,"",0,"",0,"",0,"",0,""
953,20201219,S92000003,Male,"",16 to 17,"",56560,"",Dose 1,"",0,"",0,"",11,"",0.0194483734087694,""
954,20201219,S92000003,Male,"",16 to 17,"",56560,"",Dose 2,"",0,"",0,"",0,"",0,""
955,20201219,S92000003,Male,"",16 years and over,d,2195205,"",Dose 1,"",816,"",0.0371719269954287,"",13344,"",0.607870335572304,""
956,20201219,S92000003,Male,"",16 years and over,d,2195205,"",Dose 2,"",0,"",0,"",0,"",0,""
957,20201219,S92000003,Male,"",18 to 29,"",420762,"",Dose 1,"",99,"",0.0235287407132773,"",1672,"",0.397374287602017,""
958,20201219,S92000003,Male,"",18 to 29,"",420762,"",Dose 2,"",0,"",0,"",0,"",0,""
959,20201219,S92000003,Male,"",30 to 39,"",359716,"",Dose 1,"",152,"",0.0422555571617609,"",2457,"",0.683038841752938,""
960,20201219,S92000003,Male,"",30 to 39,"",359716,"",Dose 2,"",0,"",0,"",0,"",0,""
961,20201219,S92000003,Male,"",40 to 49,"",328962,"",Dose 1,"",161,"",0.04894182306771,"",2686,"",0.816507681738316,""
962,20201219,S92000003,Male,"",40 to 49,"",328962,"",Dose 2,"",0,"",0,"",0,"",0,""
963,20201219,S92000003,Male,"",50 to 54,"",189355,"",Dose 1,"",105,"",0.0554514008080061,"",1676,"",0.885109978611603,""
964,20201219,S92000003,Male,"",50 to 54,"",189355,"",Dose 2,"",0,"",0,"",0,"",0,""
965,20201219,S92000003,Male,"",55 to 59,"",193348,"",Dose 1,"",82,"",0.0424105757494259,"",1700,"",0.879243643585659,""
966,20201219,S92000003,Male,"",55 to 59,"",193348,"",Dose 2,"",0,"",0,"",0,"",0,""
967,20201219,S92000003,Male,"",60 to 64,"",170701,"",Dose 1,"",69,"",0.0404215558198253,"",1185,"",0.694196284731783,""
968,20201219,S92000003,Male,"",60 to 64,"",170701,"",Dose 2,"",0,"",0,"",0,"",0,""
969,20201219,S92000003,Male,"",65 to 69,"",144529,"",Dose 1,"",46,"",0.0318275225041341,"",553,"",0.382622172712743,""
970,20201219,S92000003,Male,"",65 to 69,"",144529,"",Dose 2,"",0,"",0,"",0,"",0,""
971,20201219,S92000003,Male,"",70 to 74,"",135910,"",Dose 1,"",13,"",0.00956515341034508,"",273,"",0.200868221617247,""
972,20201219,S92000003,Male,"",70 to 74,"",135910,"",Dose 2,"",0,"",0,"",0,"",0,""
973,20201219,S92000003,Male,"",75 to 79,"",89206,"",Dose 1,"",7,"",0.0078470058067843,"",266,"",0.298186220657803,""
974,20201219,S92000003,Male,"",75 to 79,"",89206,"",Dose 2,"",0,"",0,"",0,"",0,""
975,20201219,S92000003,Male,"",80 years and over,d,106156,"",Dose 1,"",82,"",0.0772448095256038,"",865,"",0.814838539507894,""
976,20201219,S92000003,Male,"",80 years and over,d,106156,"",Dose 2,"",0,"",0,"",0,"",0,""
977,20201219,S92000003,Total,d,12 to 15,"",234135,"",Dose 1,"",0,"",0,"",0,"",0,""
978,20201219,S92000003,Total,d,12 to 15,"",234135,"",Dose 2,"",0,"",0,"",0,"",0,""
979,20201219,S92000003,Total,d,16 to 17,"",110139,"",Dose 1,"",1,"",0.00090794359854365,"",24,"",0.0217906463650478,""
980,20201219,S92000003,Total,d,16 to 17,"",110139,"",Dose 2,"",0,"",0,"",0,"",0,""
981,20201219,S92000003,Total,d,16 years and over,d,4549217,"",Dose 1,"",3364,"",0.0739467912829834,"",58606,"",1.28826565099005,""
